147,148,149,150,147,148,220,221,222,223,220,221,222,223,149,150
167,168,169,170,167,168,224,225,226,227,224,225,226,227,169,170
187,188,189,190,187,188,189,190,187,188,189,190,187,188,189,190
200,201,202,203,204,205,149,150,147,148,149,150,159,86,87,88
206,207,208,209,210,211,169,170,167,168,169,170,179,106,107,108
212,213,214,215,216,217,189,190,187,188,189,190,199,126,127,128
147,148,149,150,147,148,149,150,147,148,149,150,159,86,87,88
167,168,169,170,167,168,228,229,230,231,169,170,179,106,107,108
187,188,189,190,187,188,232,233,234,235,189,190,199,126,127,128
147,148,149,150,147,148,236,237,238,239,149,150,147,148,149,150
167,220,221,222,223,168,169,170,167,168,169,170,167,168,169,170
187,224,225,226,227,188,189,190,187,188,189,190,187,188,189,190
147,148,149,150,147,148,149,150,159,86,87,88,147,148,149,150
167,168,169,170,167,168,169,170,179,106,107,108,167,168,169,170
187,188,189,190,187,188,189,190,199,126,127,128,187,188,189,190
200,201,202,203,204,205,149,150,147,148,149,150,147,148,149,150
206,207,208,209,210,211,169,170,167,168,169,228,229,230,231,170
212,213,214,215,216,217,189,190,187,188,189,232,233,234,235,190
147,148,149,150,159,86,87,88,147,148,149,236,237,238,239,150
167,168,169,170,179,106,107,108,167,168,169,170,167,168,169,170
187,188,189,190,199,126,127,128,187,188,189,190,187,188,189,190
159,86,87,88,147,148,149,150,147,148,200,201,202,203,204,205
179,106,107,108,167,168,169,170,167,168,206,207,208,209,210,211
199,126,127,128,187,188,189,190,187,188,212,213,214,215,216,217
147,148,149,150,228,229,230,231,147,148,149,150,151,152,153,154
167,168,169,170,232,233,234,235,167,168,169,170,171,172,173,174
187,188,189,190,236,237,238,239,187,188,189,190,191,192,193,194
147,148,149,150,147,148,149,150,147,148,149,150,151,152,153,154
167,168,169,170,167,168,169,170,167,168,169,170,171,172,173,174
187,188,189,190,187,188,189,190,187,188,189,190,191,192,193,194
200,201,202,203,204,205,149,150,147,148,149,150,147,148,149,150
206,207,208,209,210,211,169,170,167,168,169,170,167,168,169,170
212,213,214,215,216,217,189,190,187,188,189,190,187,188,189,190
147,148,149,150,147,148,200,201,202,203,204,205,147,148,149,150
167,168,169,170,167,168,206,207,208,209,210,211,167,168,169,170
187,220,221,222,223,188,212,213,214,215,216,217,187,188,189,190
147,224,225,226,227,148,149,150,147,148,149,150,147,148,149,150
167,168,169,170,167,168,169,170,167,168,169,228,229,230,231,170
187,188,189,190,187,188,189,190,187,188,189,232,233,234,235,190
147,148,228,229,230,231,149,150,147,148,149,236,237,238,239,150
167,168,232,233,234,235,169,170,167,168,169,170,167,168,169,170
187,188,236,237,238,239,189,190,187,188,189,190,187,188,189,190
147,148,149,150,147,148,149,150,200,201,202,203,204,205,149,150
167,168,169,170,167,168,169,170,206,207,208,209,210,211,169,170
187,188,189,190,187,188,189,190,212,213,214,215,216,217,189,190
151,152,153,154,147,148,149,150,147,148,149,150,147,148,149,150
171,172,173,174,167,168,169,170,167,168,169,170,167,168,169,170
191,192,193,194,187,188,189,190,187,188,189,190,187,188,189,190
151,152,153,154,147,148,149,150,147,148,149,150,147,148,149,150
171,172,173,174,167,168,169,170,167,168,169,220,221,222,223,170
191,192,193,194,187,188,189,190,187,188,189,224,225,226,227,190
147,148,149,150,200,201,202,203,204,205,149,150,147,148,149,150
167,168,169,170,206,207,208,209,210,211,169,170,167,168,169,170
187,188,189,190,212,213,214,215,216,217,189,190,187,188,189,190
147,148,149,150,147,148,149,150,147,148,149,150,147,148,149,150
167,168,169,170,167,168,169,170,167,168,169,228,229,230,231,170
220,221,222,223,187,188,189,190,187,188,189,232,233,234,235,190
224,225,226,227,147,148,155,156,157,158,149,236,237,238,239,150
167,168,169,170,167,168,175,176,177,178,169,170,167,168,169,170
187,188,189,190,187,188,195,196,197,198,189,190,187,188,189,190
147,155,156,157,158,148,155,156,157,158,155,156,157,158,149,150
167,175,176,177,178,168,175,176,177,178,175,176,177,178,169,170
187,195,196,197,198,188,195,196,197,198,195,196,197,198,189,190
200,201,202,203,204,205,155,156,157,158,149,150,147,148,149,150
206,207,208,209,210,211,175,176,177,178,169,170,167,168,169,170
212,213,214,215,216,217,195,196,197,198,189,190,187,188,189,190
147,148,149,150,200,201,202,203,204,205,155,156,157,158,149,150
167,168,169,170,206,207,208,209,210,211,175,176,177,178,169,170
187,188,189,190,212,213,214,215,216,217,195,196,197,198,189,190
147,148,149,150,147,148,149,150,147,148,200,201,202,203,204,205
220,221,222,223,167,168,169,170,167,168,206,207,208,209,210,211
224,225,226,227,187,188,189,190,187,188,212,213,214,215,216,217
147,148,149,150,147,148,149,150,147,148,149,150,147,148,149,150
167,168,169,170,167,168,169,170,167,168,228,229,230,231,169,170
187,188,189,190,187,188,189,190,187,188,232,233,234,235,189,190
147,148,200,201,202,203,204,205,147,148,236,237,238,239,149,150
167,168,206,207,208,209,210,211,167,168,169,170,167,168,169,170
187,188,212,213,214,215,216,217,187,188,189,190,187,188,189,190
147,148,149,150,147,148,149,150,147,148,149,150,155,156,157,158
167,168,169,170,167,168,169,170,167,168,169,170,175,176,177,178
187,188,189,190,187,188,189,220,221,222,223,190,195,196,197,198
155,156,157,158,147,148,149,224,225,226,227,150,147,148,149,150
175,176,177,178,167,168,169,170,167,168,169,170,220,221,222,223
195,196,197,198,187,188,189,190,187,188,189,190,224,225,226,227
147,148,149,150,147,148,149,150,147,148,149,150,147,148,149,150
167,168,169,170,167,168,169,200,201,202,203,204,205,168,169,170
187,188,189,190,187,188,189,206,207,208,209,210,211,188,189,190
147,148,149,150,147,148,149,212,213,214,215,216,217,148,149,150
167,168,169,170,167,168,169,170,167,168,169,170,167,168,169,170
228,229,230,231,187,188,189,190,187,188,189,228,229,230,231,190
232,233,234,235,147,148,149,150,147,148,149,232,233,234,235,150
236,237,238,239,167,168,169,170,167,168,169,236,237,238,239,170
