64,80,81,82,63,180,181,182,183,184,183,180,0,1,2,183
104,100,101,102,103,185,185,185,182,183,184,4,40,41,42,3
183,140,141,142,180,185,182,185,185,183,183,44,60,61,62,43
180,0,1,2,183,183,180,181,182,183,184,64,80,81,82,63
4,40,41,42,3,180,181,182,183,184,183,104,100,101,102,103
44,60,61,62,43,183,180,185,185,183,184,183,140,141,142,180
64,80,81,82,63,180,181,185,185,185,185,180,0,1,2,183
104,100,101,102,103,183,180,185,185,185,185,4,40,41,42,3
183,140,141,142,180,183,182,183,185,185,183,44,60,61,62,43
180,0,1,2,183,183,180,185,185,185,184,64,80,81,82,63
4,40,41,42,3,180,181,185,183,185,183,104,100,101,102,103
44,60,61,62,43,183,180,181,182,185,184,183,140,141,142,180
64,80,81,82,63,180,185,185,183,184,183,180,0,1,2,183
104,100,101,102,103,183,185,185,185,183,184,4,40,41,42,3
183,140,141,142,180,183,182,183,184,183,183,44,60,61,62,43
180,0,1,2,183,183,180,181,182,183,184,64,80,81,82,63
4,40,41,42,3,180,181,185,185,184,183,104,100,101,102,103
44,60,61,62,43,183,180,185,182,183,184,183,140,141,142,180
64,80,81,82,63,180,181,182,185,184,183,180,0,1,2,183
104,100,101,102,103,183,180,181,185,183,184,4,40,41,42,3
183,140,141,142,180,183,185,185,185,183,183,44,60,61,62,43
180,0,1,2,183,183,180,185,185,183,184,64,80,81,82,63
4,40,41,42,3,180,181,182,183,184,183,104,100,101,102,103
44,60,61,62,43,183,185,185,182,185,184,183,140,141,142,180
64,80,81,82,63,180,181,182,183,185,183,180,0,1,2,183
104,100,101,102,103,183,180,185,185,183,184,4,40,41,42,3
183,140,141,142,180,183,182,185,184,183,183,44,60,61,62,43
180,0,1,2,183,183,180,185,185,185,184,64,80,81,82,63
4,40,41,42,3,180,181,182,183,184,183,104,100,101,102,103
44,60,61,62,43,185,185,185,185,183,184,183,140,141,142,180
64,80,81,82,63,180,181,182,185,184,183,180,0,1,2,183
104,100,101,102,103,183,180,181,185,183,184,4,40,41,42,3
183,140,141,142,180,183,182,185,184,183,183,44,60,61,62,43
180,0,1,2,183,183,180,181,185,183,184,64,80,81,82,63
4,40,41,42,3,180,181,182,185,184,183,104,100,101,102,103
44,60,61,62,43,183,180,181,185,185,184,183,140,141,142,180
64,80,81,82,63,180,185,185,185,185,183,180,0,1,2,183
104,100,101,102,103,183,185,185,182,183,184,4,40,41,42,3
183,140,141,142,180,183,185,185,184,185,183,44,60,61,62,43
180,0,1,2,183,183,180,185,182,185,184,64,80,81,82,63
4,40,41,42,3,45,46,47,48,184,183,104,100,101,102,103
44,60,61,62,43,183,180,185,182,183,184,183,140,141,142,180
64,80,81,82,63,180,185,185,183,185,183,180,0,1,2,183
104,100,101,102,103,183,185,181,182,183,184,4,40,41,42,3
183,140,141,142,180,183,185,183,185,183,183,44,60,61,62,43
180,0,1,2,183,183,45,46,47,48,184,64,80,81,82,63
4,40,41,42,3,180,181,185,183,184,183,104,100,101,102,103
44,60,61,62,43,183,180,181,182,183,184,183,140,141,142,180
64,80,81,82,63,180,181,182,185,184,183,180,0,1,2,183
104,100,101,102,103,183,180,185,182,183,184,4,40,41,42,3
183,140,141,142,180,183,182,185,184,183,183,44,60,61,62,43
180,0,1,2,183,183,185,185,185,183,184,64,80,81,82,63
4,40,41,42,3,180,181,185,185,184,183,104,100,101,102,103
44,60,61,62,43,183,180,45,46,47,48,183,140,141,142,180
64,80,81,82,63,180,185,182,185,184,183,180,0,1,2,183
104,100,101,102,103,183,180,185,182,183,184,4,40,41,42,3
183,140,141,142,180,183,182,185,185,183,183,44,60,61,62,43
180,0,1,2,183,183,180,185,185,185,184,64,80,81,82,63
4,40,41,42,3,185,45,46,47,48,183,104,100,101,102,103
44,60,61,62,43,180,181,185,183,184,183,183,140,141,142,180
64,80,81,82,63,183,180,181,182,185,184,180,0,1,2,183
104,100,101,102,103,183,182,185,185,183,183,4,40,41,42,3
183,140,141,142,180,183,180,181,182,183,184,44,60,61,62,43
180,0,1,2,183,180,181,185,183,184,185,64,80,81,82,63
4,40,41,42,3,183,185,181,185,183,185,104,100,101,102,103
44,60,61,62,43,180,185,182,45,46,47,48,140,141,142,180
64,80,81,82,63,180,181,182,185,184,183,180,0,1,2,183
104,100,101,102,103,183,180,185,185,183,184,4,40,41,42,3
183,140,141,142,180,183,182,183,184,183,183,44,60,61,62,43
180,0,1,2,183,183,180,185,182,183,184,64,80,81,82,63
4,40,41,42,3,180,185,182,183,185,183,104,100,101,102,103
44,60,61,62,43,183,180,181,182,185,184,183,140,141,142,180
64,80,81,82,63,180,185,7,8,181,182,7,8,181,182,183
